cust_id,gender,age_group,age,nationality,segment,duration,city,district,owns_house,owns_car,marital_status,no_of_kids,profession,profession_subclass,uses_branch,uses_CDM,uses_credit_card,uses_debit_card,uses_ATM,uses_mobile_and_online_banking,income,credit_score,no_of_branch_txn,no_of_cdm_txn,no_of_atm_txn,no_of_cc_txn,no_of_dc_txn,no_of_online_txn,max_txn_cat1,max_txn_cat2,max_txn_cat3,no_of_txn_cat1,no_of_txn_cat2,no_of_txn_cat3,amt_spent_cat1,amt_spent_cat2,amt_spent_cat3,total_no_of_txn,amt_in_sav_acc,max_amt_in_sav_acc,amt_in_curr_acc,max_amt_in_curr_acc,no_of_debits_sav_acc,no_of_debits_curr_acc,no_of_yearly_txn,credit_cards,loans,insurance,accounts_and_deposits
C12717,Female,30-39,31,Ugandan,Silver,5,Mityana,Mityana,1,1,Divorced,3,Lawyer,Advocate of High Court,0,1,1,0,0,0,2774911,839,3,27,3,18,3,1,Entertainment,Groceries,Golf,18,9,6,64250,30404,26768,55,261553,333157,909593,925724,7,12,5,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'All Miles Credit Card']","['home loan', 'car loan']","['travel insurance', 'device cover insurance']","['salary account', 'securities account']"
C12718,Female,20-29,28,Ugandan,Silver,10,Mityana,Mityana,1,0,Married,1,Lawyer,Clerkship,0,0,1,0,0,0,2216254,510,1,3,1,9,2,3,Ecommerce,Groceries,Domestic Airlines,18,15,12,76085,37142,32293,19,480623,482815,41163,182841,3,13,1,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'MoneyBack Credit Card', 'All Miles Credit Card']","['home loan', 'education loan', 'car loan']",['device cover insurance'],"['salary account', 'fixed deposit', 'securities account']"
C12719,Male,>60,85,Ugandan,Silver,4,Mbale,Mbale,1,1,Divorced,3,Lawyer,Private Practice,0,0,0,0,1,0,1697613,597,3,1,30,1,2,3,Domestic Airlines,Travel,Home,27,24,24,91051,86789,45659,40,187720,236622,830404,931549,5,20,3,"['Best Price Save Smart Credit Card', 'MoneyBack Credit Card', 'EasyEMI Card', 'All Miles Credit Card']",['health loan'],['medical insurance'],"['savings account', 'no minimum balance', 'fixed deposit']"
C12720,Male,>60,64,Ugandan,Private,9,Mukono Town,Mukono,0,1,Married,2,Lawyer,Self Employed,0,0,0,0,1,0,1947721,887,1,1,15,1,3,1,Home,Travel,Utilities,24,18,9,479160,167296,145342,22,153868,1244149,1425184,1436513,8,20,1,"['Infinite Credit Card', 'Superia Credit Card', 'Diners ClubMiles Credit Card', 'Diners Club Premium Credit Card', 'All Miles Credit Card']","['home loan', 'health loan']",['senior health insurance'],"['savings account', 'fixed deposit']"
C12721,Male,50-59,51,Ugandan,Silver,6,Ssabagabo,Wakiso,0,0,Widowed,1,Lawyer,C-Level Executive,0,0,1,0,1,0,1152294,759,3,2,15,24,3,3,Travel,Entertainment,Home,21,15,9,76958,35606,22789,50,498383,499257,344791,936003,5,20,4,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['home loan', 'car loan', 'health loan']","['senior health insurance', 'retirement insurance', 'health insurance']","['savings account', 'securities account']"
C12722,Female,>60,86,Ugandan,Silver,13,Mukono Town,Mukono,1,0,Widowed,1,Lawyer,Junior Partner,0,0,1,0,1,0,1399026,724,3,2,18,30,2,2,Travel,Utilities,Groceries,18,9,6,56087,50288,46652,57,274209,316995,970287,970420,9,17,5,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']",['health loan'],"['senior health insurance', 'retirement insurance']","['fixed deposit', 'securities account']"
C12723,Male,40-49,49,Ugandan,Silver,9,Kira Town,Wakiso,0,1,Married,1,Lawyer,Public Service,0,1,0,0,0,1,1810413,574,2,30,1,1,2,12,Entertainment,Bills,Domestic Airlines,24,18,15,66032,41987,36752,48,432686,449495,964113,999995,9,15,4,"['Best Price Save Smart Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card']","['home loan', 'health loan']","['medical insurance', 'health insurance']","['salary account', 'securities account']"
C12724,Male,30-39,39,Ugandan,Silver,12,Kira Town,Wakiso,0,0,Divorced,2,Lawyer,Advocate of High Court,0,0,0,0,0,0,1403025,581,1,2,3,3,1,1,Domestic Airlines,Hobby,Dining,27,27,18,66730,36230,34632,11,339696,393936,527333,595922,10,11,0,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card', 'All Miles Credit Card']","['home loan', 'car loan']",['travel insurance'],"['salary account', 'fixed deposit']"
C12725,Male,>60,65,Ugandan,Silver,1,Mukono Town,Mukono,1,0,Married,0,Lawyer,Partner,0,0,1,1,0,1,2017016,768,2,2,1,9,27,9,Hobby,Entertainment,Groceries,30,15,6,96428,44629,36064,50,298131,361206,135038,164881,6,12,5,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'Best Price Save Smart Credit Card', 'All Miles Credit Card']",['health loan'],['senior health insurance'],"['no minimum balance', 'fixed deposit']"
C12726,Female,20-29,22,Other,Silver,10,Ssabagabo,Wakiso,1,1,Single,2,Lawyer,Clerkship,0,0,1,1,0,0,2167122,609,3,2,1,21,21,1,Ecommerce,Fuel,Domestic Airlines,24,21,21,85288,32519,20286,49,313657,467284,169701,391618,4,18,4,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']",['car loan'],['travel insurance'],"['term account', 'salary account']"
C12727,Male,20-29,25,Ugandan,Silver,10,Masaka,Masaka,1,0,Single,0,Lawyer,Clerkship,1,0,1,1,1,0,1488882,555,30,2,24,18,30,3,Domestic Airlines,Fuel,Train,18,18,9,80301,64504,24693,107,107853,326946,668256,937993,6,16,11,"['Best Price Save Smart Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card']","['furniture loan', 'car loan']","['travel insurance', 'device cover insurance']","['savings account', 'term account']"
C12728,Male,30-39,39,Ugandan,Gold,9,Kira Town,Wakiso,1,0,Married,1,Lawyer,Clerkship,0,0,1,1,0,0,2641632,862,3,1,2,18,30,2,Travel,Airlines,Entertainment,18,18,12,651193,399095,260963,56,252184,593156,139944,1309955,5,20,5,"['SouthWest BankBuddy Bank Credit Card', 'Costco BankBuddy Credit Card', 'Bankbuddy Women Credit Card', 'Uber BankBuddy Credit Card', 'Emirates BankBuddy Bank Platinum', 'Total BankBuddy Bank Credit Card']","['car loan', 'home loan', 'furniture loan']","['device cover insurance', 'maternity insurance']","['term account', 'salary account', 'securities account']"
C12729,Female,>60,73,Ugandan,Silver,7,Mityana,Mityana,1,0,Divorced,2,Lawyer,Public Service,0,0,1,1,0,0,1245520,523,1,2,3,9,30,3,Home,Entertainment,Travel,18,18,18,81882,52487,51093,48,143366,245951,204259,734936,10,20,4,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'EasyEMI Card']",['health loan'],"['medical insurance', 'senior health insurance']","['savings account', 'no minimum balance', 'securities account']"
C12730,Male,40-49,49,Ugandan,Silver,12,Kasese,Kasese,0,0,Single,3,Lawyer,Private Practice,0,0,1,1,1,0,2680752,693,3,1,30,30,24,2,Utilities,Travel,Golf,30,27,9,76896,64654,45690,90,92001,369968,207120,534884,5,19,9,"['Best Price Save Smart Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'EasyEMI Card']","['home loan', 'health loan']","['medical insurance', 'health insurance']","['salary account', 'term account', 'securities account']"
C12731,Female,40-49,47,Ugandan,Silver,9,Ssabagabo,Wakiso,1,1,Single,0,Lawyer,Private Practice,1,0,0,1,0,0,2560612,580,27,3,2,1,30,2,Dining,Utilities,Entertainment,21,9,9,99972,70322,55965,65,374564,423490,848556,949120,9,17,6,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'All Miles Credit Card']","['home loan', 'furniture loan']","['medical insurance', 'travel insurance']","['salary account', 'securities account']"
C12732,Male,50-59,50,Ugandan,Gold,9,Mityana,Mityana,0,1,Married,2,Lawyer,Public Service,0,0,1,0,1,0,3188463,649,3,1,9,9,1,2,Golf,Hobby,Groceries,30,18,6,881634,631027,179867,25,1384722,1445076,283216,1236345,6,14,2,"['Total BankBuddy Bank Credit Card', 'SouthWest BankBuddy Bank Credit Card', 'Costco BankBuddy Credit Card', 'Emirates BankBuddy Bank Select Titanium']","['home loan', 'car loan', 'health loan']","['medical insurance', 'senior health insurance', 'retirement insurance']","['savings account', 'fixed deposit']"
C12733,Female,40-49,49,Ugandan,Silver,9,Ssabagabo,Wakiso,1,0,Married,0,Lawyer,Private Practice,1,0,1,0,1,1,2164157,751,30,1,15,21,1,30,Entertainment,Groceries,Utilities,18,12,12,99714,80607,54726,98,447371,473466,987676,992290,9,20,10,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['furniture loan', 'home loan', 'car loan']",['medical insurance'],"['savings account', 'fixed deposit']"
C12734,Female,>60,74,Ugandan,Silver,9,Kampala,Kampala,1,1,Widowed,2,Lawyer,C-Level Executive,0,0,0,1,1,0,1688988,726,2,2,18,1,9,1,Bills,Dining,Utilities,18,9,9,61528,40516,39758,33,444513,464663,99484,230504,10,16,3,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card']","['home loan', 'health loan']","['medical insurance', 'health insurance']","['savings account', 'no minimum balance', 'securities account']"
C12735,Male,30-39,38,Ugandan,Private,1,Mbale,Mbale,1,0,Married,3,Lawyer,Internship Legal Officer,0,0,1,1,0,0,1966145,858,1,3,2,45,36,3,Home,Golf,Airlines,45,18,12,754629,342829,290989,90,1414746,1445513,601604,914766,8,17,9,"['Infinite Credit Card', 'Diners Club Privilege Credit Card', 'Walmart BankBuddy Signature', 'Emirates BankBuddy Bank Platinum', 'Diners Club Premium Credit Card', 'All Miles Credit Card']","['construction loan', 'home loan', 'car loan']",['travel insurance'],"['savings account', 'fixed deposit']"
C12736,Female,30-39,39,Ugandan,Silver,13,Kampala,Kampala,1,1,Divorced,1,Lawyer,Clerkship,0,0,1,0,0,0,1210662,820,2,3,3,30,1,2,Groceries,Golf,Home,21,9,9,55765,40169,33194,41,452412,497977,162097,371747,5,16,3,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card']","['construction loan', 'car loan']",['device cover insurance'],"['savings account', 'salary account', 'securities account']"
C12737,Female,40-49,45,Ugandan,Silver,10,Jinja,Jinja,0,1,Single,0,Lawyer,Self Employed,1,0,1,1,0,0,2464100,658,21,3,3,27,24,2,Utilities,Golf,Home,24,12,6,70028,64826,44352,80,286436,338907,526305,902306,6,20,8,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'MoneyBack Credit Card']",['home loan'],"['medical insurance', 'travel insurance']","['savings account', 'fixed deposit', 'securities account']"
C12738,Male,50-59,51,Ugandan,Silver,9,Masindi,Masindi,1,1,Widowed,1,Lawyer,Judge,1,0,1,1,1,1,2471900,742,27,3,12,12,30,15,Domestic Airlines,Dining,Groceries,15,9,9,89969,75680,64851,99,486052,495124,540035,605348,6,11,10,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'EasyEMI Card']",['health loan'],"['travel insurance', 'medical insurance', 'retirement insurance']","['savings account', 'securities account']"
C12739,Male,20-29,22,Ugandan,Gold,11,Mubende,Mubende,1,1,Married,2,Lawyer,Internship Legal Officer,0,0,1,1,0,0,3255345,838,3,3,3,12,15,2,Domestic Airlines,Fuel,International Airlines,27,21,12,88424,56325,52345,38,986926,989716,243826,759188,6,16,3,"['SouthWest BankBuddy Bank Credit Card', 'Costco BankBuddy Credit Card', 'Total BankBuddy Bank Credit Card', 'Uber BankBuddy Credit Card', 'Emirates BankBuddy Bank Select Titanium']","['home loan', 'education loan']","['travel insurance', 'education insurance']","['savings account', 'salary account', 'securities account']"
C12740,Male,>60,64,Ugandan,Silver,10,Nansana,Wakiso,0,0,Divorced,2,Lawyer,Corporate,0,0,0,1,1,1,1128965,677,1,2,30,2,9,21,Home,Utilities,Domestic Airlines,30,15,15,92748,61730,43525,65,83963,103110,473291,775900,6,20,6,"['Freedom Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card']",['home loan'],"['medical insurance', 'retirement insurance']","['savings account', 'no minimum balance', 'securities account']"
C12741,Male,30-39,38,Ugandan,Silver,9,Kampala,Kampala,0,0,Married,0,Lawyer,Clerkship,0,0,0,1,0,0,2233305,674,1,3,1,1,24,3,Domestic Airlines,Groceries,Bills,27,18,6,74316,45374,29365,33,294262,346100,671320,830148,8,13,2,"['Freedom Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card']","['home loan', 'car loan']",['travel insurance'],['salary account']
C12742,Female,50-59,55,Ugandan,Private,10,Masindi,Masindi,1,0,Married,2,Lawyer,Private Practice,1,0,1,1,0,0,1779692,907,18,3,3,24,33,3,Utilities,Hobby,Travel,27,15,15,387503,31992,30953,84,1340608,1398687,1176656,1264458,10,10,8,"['Infinite Credit Card', 'Diners Club Privilege Credit Card', 'Walmart BankBuddy Signature', 'Diners ClubMiles Credit Card', 'Emirates BankBuddy Bank Platinum', 'Diners Club Premium Credit Card', 'All Miles Credit Card']","['home loan', 'health loan']","['medical insurance', 'retirement insurance', 'health insurance']","['savings account', 'salary account', 'securities account']"
C12743,Female,30-39,35,Ugandan,Private,9,Mukono Town,Mukono,1,0,Single,1,Lawyer,Clerkship,1,1,0,1,0,0,755049,824,21,42,2,3,39,3,Golf,Home,Dining,45,24,21,289702,198173,50757,110,341943,835343,118258,1265421,7,19,11,"['Corporate Premium Credit Card', 'Superia Credit Card', 'Diners ClubMiles Credit Card', 'Emirates BankBuddy Bank Platinum', 'Diners Club Premium Credit Card', 'All Miles Credit Card']","['home loan', 'car loan']","['travel insurance', 'maternity insurance']",['salary account']
C12744,Female,30-39,38,Ugandan,Silver,6,Lira,Lira,1,1,Single,2,Lawyer,Advocate of High Court,0,0,0,1,0,1,1899834,804,1,3,1,1,24,24,Domestic Airlines,Utilities,Travel,18,15,12,98981,93003,63268,54,66759,469811,323095,458280,7,14,5,"['MoneyBack Credit Card', 'Freedom Credit Card', 'EasyEMI Card']","['home loan', 'car loan']","['travel insurance', 'device cover insurance']","['salary account', 'securities account']"
C12745,Male,>60,86,Ugandan,Silver,14,Nansana,Wakiso,0,1,Widowed,1,Lawyer,Magistrate Grade,0,0,1,0,1,0,1264997,776,2,3,30,9,2,3,Entertainment,Home,Utilities,30,27,24,52026,39141,23077,49,125326,210339,916826,942595,9,16,4,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'EasyEMI Card']","['home loan', 'health loan']","['medical insurance', 'retirement insurance']","['no minimum balance', 'fixed deposit', 'securities account']"
C12746,Male,50-59,54,Ugandan,Silver,10,Mityana,Mityana,0,1,Divorced,0,Lawyer,Self Employed,0,1,0,0,0,1,2942681,777,3,27,1,1,2,18,Golf,Groceries,Home,18,9,9,95730,43015,34609,52,418313,499500,711842,865988,6,15,5,"['Best Price Save Smart Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card']","['home loan', 'car loan']","['senior health insurance', 'health insurance', 'retirement insurance']","['savings account', 'salary account', 'securities account']"
C12747,Female,<20,18,Ugandan,Silver,5,Gulu,Gulu,0,0,Single,0,Lawyer,Law Student,0,0,1,1,0,0,29108,358,2,1,3,6,9,2,Travel,Dining,Domestic Airlines,12,12,6,30481,30157,23125,23,12670,335308,40702,225376,3,9,1,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card']","['laptop loan', 'education loan']",['travel insurance'],"['savings account', 'no minimum balance account']"
C12748,Female,>60,83,Ugandan,Silver,6,Jinja,Jinja,0,0,Divorced,2,Lawyer,Magistrate Grade,0,0,1,1,1,0,1751738,513,1,1,24,15,12,3,Entertainment,Home,Utilities,27,24,9,54859,30174,26786,56,377094,479195,811085,822851,8,15,5,"['Best Price Save Smart Credit Card', 'Freedom Credit Card', 'EasyEMI Card']","['home loan', 'health loan']","['medical insurance', 'senior health insurance']","['savings account', 'no minimum balance']"
C12749,Male,30-39,34,Ugandan,Wealth,10,Hoima,Hoima,0,0,Divorced,0,Lawyer,Advocate of High Court,0,0,0,1,1,0,4207293,885,2,1,12,3,27,3,Airlines,Dining,Utilities,18,12,9,450379,182610,132334,48,147166,211731,1400466,1461511,8,16,4,"['Diners Club Black Credit Card', 'Diners Club Privilege Credit Card', 'Diners Club Rewardz Credit Card']","['home loan', 'car loan']","['travel insurance', 'device cover insurance']","['savings account', 'securities account']"
C12750,Female,>60,84,Ugandan,Gold,10,Njeru,Buikwe,1,1,Widowed,1,Lawyer,Partner,0,0,0,0,0,1,4011996,754,2,1,3,1,2,18,Utilities,Uber,Bills,27,12,6,706523,140119,121102,27,1076509,1083167,182304,1015424,6,13,2,"['SouthWest BankBuddy Bank Credit Card', 'Costco BankBuddy Credit Card', 'Walmart BankBuddy Signature', 'Bankbuddy Women Credit Card', 'Emirates BankBuddy Bank Platinum', 'Emirates BankBuddy Bank Select Titanium']",['health loan'],"['senior health insurance', 'health insurance']","['savings account', 'fixed deposit']"
C12751,Male,>60,85,Ugandan,Silver,5,Lugazi,Buikwe,0,1,Married,3,Lawyer,Partner,0,0,0,0,1,0,2464169,848,3,3,27,2,1,1,Bills,Groceries,Home,30,30,9,71932,63407,24643,37,378591,417549,108031,184240,6,19,3,"['Best Price Save Smart Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'All Miles Credit Card']",['health loan'],"['medical insurance', 'senior health insurance']","['savings account', 'no minimum balance']"
C12752,Male,>60,69,Ugandan,Silver,4,Jinja,Jinja,0,1,Divorced,0,Lawyer,Judge,0,0,0,1,1,0,2951586,580,2,2,21,2,15,2,Groceries,Hobby,Utilities,15,9,9,78349,54506,40993,44,413290,452621,273619,378437,10,10,4,"['Freedom Credit Card', 'MoneyBack Credit Card', 'All Miles Credit Card']",['home loan'],"['medical insurance', 'senior health insurance']","['savings account', 'no minimum balance']"
C12753,Male,30-39,35,Ugandan,Gold,14,Ssabagabo,Wakiso,0,1,Single,1,Lawyer,Clerkship,1,0,0,0,0,0,2498483,737,18,2,2,2,2,3,Dining,Travel,Golf,24,24,24,80174,59339,31419,29,165885,268773,1193745,1367649,7,19,2,"['Emirates BankBuddy Bank Select Titanium', 'SouthWest BankBuddy Bank Credit Card', 'Bankbuddy Women Credit Card']","['construction loan', 'car loan', 'furniture loan']","['travel insurance', 'health insurance']","['salary account', 'securities account']"
C12754,Female,40-49,44,Ugandan,Silver,9,Mbale,Mbale,1,1,Single,3,Lawyer,Advocate of High Court,0,0,0,1,1,1,1807928,660,1,1,27,3,24,15,Domestic Airlines,Entertainment,Bills,18,18,15,90301,44660,30446,71,197002,485474,648082,851902,10,14,7,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'Best Price Save Smart Credit Card', 'All Miles Credit Card']","['home loan', 'car loan']","['medical insurance', 'health insurance']",['salary account']
C12755,Male,>60,84,Ugandan,Silver,10,Gulu,Gulu,1,0,Married,3,Lawyer,Self Employed,0,0,0,1,1,0,1400366,774,3,1,18,1,9,3,Utilities,Bills,Groceries,15,12,12,53894,51109,44643,35,468881,485745,146423,518198,5,18,3,"['Freedom Credit Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card']","['home loan', 'health loan']",['senior health insurance'],"['no minimum balance', 'fixed deposit']"
C12756,Male,<20,18,Ugandan,Silver,10,Kampala,Kampala,1,0,Single,0,Lawyer,Law Student,0,0,0,1,1,1,32444,415,3,1,9,3,6,9,Entertainment,Dining,Travel,9,6,3,49414,23742,10032,31,69907,108902,28161,419927,4,7,2,"['Freedom Credit Card', 'EasyEMI Card', 'MoneyBack Credit Card']",['student loan'],['education insurance'],['term account']
C12757,Male,50-59,55,Ugandan,Gold,8,Kira Town,Wakiso,1,1,Married,3,Lawyer,Private Practice,0,0,0,1,1,0,3140674,818,3,3,9,2,24,2,International Airlines,Groceries,Home,15,12,9,199572,111250,106602,43,571136,1051181,1061886,1176867,10,13,3,"['Emirates BankBuddy Bank Platinum', 'Costco BankBuddy Credit Card', 'Walmart BankBuddy Signature', 'Uber BankBuddy Credit Card']",['health loan'],"['medical insurance', 'senior health insurance']","['savings account', 'term account', 'fixed deposit']"
C12758,Female,<20,17,Ugandan,Silver,9,Mukono Town,Mukono,0,0,Single,0,Lawyer,Law Student,0,0,0,1,1,1,41475,486,3,2,3,2,15,12,Dining,Domestic Airlines,Ecommerce,12,9,3,46312,27339,22370,37,70281,117715,71080,349808,5,5,3,"['EasyEMI Card', 'Best Price Save Max Credit Card', 'MoneyBack Credit Card', 'All Miles Credit Card']","['student loan', 'laptop loan']",['education insurance'],['term account']
C12759,Female,40-49,46,Ugandan,Silver,8,Masaka,Masaka,0,1,Married,1,Lawyer,Public Service,1,0,0,1,0,0,2557425,831,30,2,3,1,30,3,Home,Groceries,Travel,18,18,9,92550,74691,57704,69,455599,471284,577920,718407,5,16,6,"['Best Price Save Smart Credit Card', 'MoneyBack Credit Card', 'EasyEMI Card']","['home loan', 'health loan']","['medical insurance', 'health insurance']","['salary account', 'securities account']"
C12760,Female,<20,19,Ugandan,Gold,10,Masindi,Masindi,0,0,Single,0,Lawyer,Law Student,0,0,1,1,0,0,41717,577,2,2,3,9,3,3,Dining,Ecommerce,Airlines,9,6,3,87578,66159,43331,22,528039,554666,1532382,1638777,3,5,1,"['SouthWest BankBuddy Bank Credit Card', 'Walmart BankBuddy Signature', 'Bankbuddy Women Credit Card', 'Emirates BankBuddy Bank Platinum', 'Total BankBuddy Bank Credit Card']","['laptop loan', 'education loan', 'student loan']","['device cover insurance', 'education insurance']","['savings account', 'no minimum balance account']"
